Location ID,Depth Top,Depth Base,Geology Code,Location Code
TB-2,0.0,0.2,FILL,1981 0428 4779 BCH Blackfan Street
TB-2,0.2,60.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
TB-2,60.0,67,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
TB-3,0.0,7.5,FILL,1981 0428 4779 BCH Blackfan Street
TB-3,7.5,27.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
TB-3,27.0,51.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
TB-3,51.5,62,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-4,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
B-4,5.0,10.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-4,10.0,35.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-4,35.0,61.5,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
B-5,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
B-5,5.0,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-5,19.0,60.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-5,60.0,66.5,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
B-6,0.0,10.0,FILL,1981 0428 4779 BCH Blackfan Street
B-6,10.0,15.0,ORGANIC DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-6,15.0,10.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-6,10.0,34.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-6,34.5,66,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
B-7,0.0,15.0,FILL,1981 0428 4779 BCH Blackfan Street
B-7,15.0,50.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-7,50.0,55.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-7,55.0,66.5,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
B-8,0.0,5.0,FILL,1981 0428 4779 BCH Blackfan Street
B-8,5.0,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
B-8,19.0,47, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
588,0.0,11.0,FILL,1981 0428 4779 BCH Blackfan Street
588,11.0,12.5,ORGANIC DEPOSITS,1981 0428 4779 BCH Blackfan Street
588,12.5,16.5, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
604,0.0,7.5,FILL,1981 0428 4779 BCH Blackfan Street
604,7.5,15.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
604,15.0,37, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
607,0.0,4.5,FILL,1981 0428 4779 BCH Blackfan Street
607,4.5,18.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
607,18.0,25, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
771,0.0,22.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
771,22.0,27.0, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
771,27.0,34.0,GLACIOFLUVIAL (SAND) DEPOSITS,1981 0428 4779 BCH Blackfan Street
771,34.0,37,GLACIAL TILL,1981 0428 4779 BCH Blackfan Street
933,0.0,3.3,FILL,1981 0428 4779 BCH Blackfan Street
933,3.3,19.0,MARINE SAND DEPOSITS,1981 0428 4779 BCH Blackfan Street
933,19.0,26, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
163,0.0,39, MARINE CLAY DEPOSITS,1981 0428 4779 BCH Blackfan Street
83-1,0.0,1.0,FILL,1984 0404 5240 Longwood North Office
83-1,1.0,27, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
101,0.0,5.0,FILL,1984 0404 5240 Longwood North Office
101,5.0,40.0, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
101,40.0,45.2,GLACIAL TILL,1984 0404 5240 Longwood North Office
102,0.0,11.0,FILL,1984 0404 5240 Longwood North Office
102,11.0,14.0,ORGANIC DEPOSITS,1984 0404 5240 Longwood North Office
102,14.0,38.0, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
102,38.0,41.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 0404 5240 Longwood North Office
102,41.0,49.5,GLACIAL TILL,1984 0404 5240 Longwood North Office
103,0.0,13.5,FILL,1984 0404 5240 Longwood North Office
103,13.5,19.5,ORGANIC DEPOSITS,1984 0404 5240 Longwood North Office
103,19.5,27,MARINE SAND DEPOSITS,1984 0404 5240 Longwood North Office
201,0.0,25.0,FILL,1984 0404 5240 Longwood North Office
201,25.0,9.5,MARINE SAND DEPOSITS,1984 0404 5240 Longwood North Office
201,9.5,30.5, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
202,0.0,4.5,FILL,1984 0404 5240 Longwood North Office
202,4.5,22, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
203,0.0,18.5,FILL,1984 0404 5240 Longwood North Office
203,18.5,27, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
204,0.0,14.0,FILL,1984 0404 5240 Longwood North Office
204,14.0,16.5,ORGANIC DEPOSITS,1984 0404 5240 Longwood North Office
204,16.5,23.5, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
204,23.5,27,GLACIAL TILL,1984 0404 5240 Longwood North Office
205,0.0,8.0,FILL,1984 0404 5240 Longwood North Office
205,8.0,44.0, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
205,44.0,52,GLACIOFLUVIAL (SAND) DEPOSITS,1984 0404 5240 Longwood North Office
206,0.0,2.5,FILL,1984 0404 5240 Longwood North Office
206,2.5,27, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
207,0.0,4.7,FILL,1984 0404 5240 Longwood North Office
207A,0.0,18.5,FILL,1984 0404 5240 Longwood North Office
207A,18.5,27,MARINE SAND DEPOSITS,1984 0404 5240 Longwood North Office
208,0.0,5.5,FILL,1984 0404 5240 Longwood North Office
208,5.5,41.0, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
208,41.0,47,GLACIOFLUVIAL (SAND) DEPOSITS,1984 0404 5240 Longwood North Office
209,0.0,15.0,FILL,1984 0404 5240 Longwood North Office
209,15.0,27, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
210,0.0,17.0,FILL,1984 0404 5240 Longwood North Office
210,17.0,20.0,ORGANIC DEPOSITS,1984 0404 5240 Longwood North Office
210,20.0,58.0, MARINE CLAY DEPOSITS,1984 0404 5240 Longwood North Office
210,58.0,63,GLACIAL TILL,1984 0404 5240 Longwood North Office
B-1,0.0,8.0,FILL,1988 0205 659800 BWH Academic II
B-1,8.0,38.0,MARINE SAND DEPOSITS,1988 0205 659800 BWH Academic II
B-1,38.0,52,GLACIOFLUVIAL (SAND) DEPOSITS,1988 0205 659800 BWH Academic II
B-2,0.0,3.0,FILL,1988 0205 659800 BWH Academic II
B-2,3.0,27,MARINE SAND DEPOSITS,1988 0205 659800 BWH Academic II
B-3,0.0,7.0,FILL,1988 0205 659800 BWH Academic II
B-3,7.0,10.0,MARINE SAND DEPOSITS,1988 0205 659800 BWH Academic II
B-3,10.0,43.5, MARINE CLAY DEPOSITS,1988 0205 659800 BWH Academic II
B-3,43.5,82,GLACIOFLUVIAL (SAND) DEPOSITS,1988 0205 659800 BWH Academic II
B-4,0.0,4.0,FILL,1988 0205 659800 BWH Academic II
B-4,4.0,27,MARINE SAND DEPOSITS,1988 0205 659800 BWH Academic II
B101,0.0,15.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B101,15.0,50.2, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B101,50.2,50.2,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B101,50.2,115.0,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B101,115.0,141,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B102,0.0,6.1,FILL,1992 1116 10689 BIDMC Geo Tech Report
B102,6.1,23.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B102,23.0,57.3, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B102,57.3,62.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B102,62.0,98.0,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B102,98.0,120,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B103,0.0,9.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B103,9.0,23.5,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B103,23.5,49.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B103,49.0,59.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B103,59.0,112.5,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B103,112.5,135,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B104,0.0,10.5,FILL,1992 1116 10689 BIDMC Geo Tech Report
B104,10.5,35.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B104,35.0,61.5, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B104,61.5,61.5,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B104,61.5,113.5,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B104,113.5,151,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B105,0.0,9.2,FILL,1992 1116 10689 BIDMC Geo Tech Report
B105,9.2,19.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B105,19.0,72.5, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B105,72.5,72.5,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B105,72.5,92.5,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B105,92.5,117,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B106,0.0,14.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B106,14.0,50.5,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B106,50.5,84.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B106,84.0,87.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B106,87.0,117.5,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B106,117.5,143.5,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B107,0.0,12.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B107,12.0,34.2,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B107,34.2,98.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B107,98.0,105.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B107,105.0,123.0,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B107,123.0,145,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B201,0.0,14.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B201,14.0,24.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B201,24.0,43.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B201,43.0,49.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B201,49.0,119.0,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B201,119.0,125.4,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B202,0.0,10.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B202,10.0,30.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B202,30.0,51.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B202,51.0,62.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B202,62.0,118.2,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B202,118.2,124,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B203,0.0,8.5,FILL,1992 1116 10689 BIDMC Geo Tech Report
B203,8.5,29.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B203,29.0,68.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B203,68.0,68.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B203,68.0,85.7,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B203,85.7,92.1,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B204,0.0,7.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B204,7.0,26.8,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B204,26.8,57.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B204,57.0,67.3,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B204,67.3,111.0,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B204,111.0,118,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B205,0.0,11.5,FILL,1992 1116 10689 BIDMC Geo Tech Report
B205,11.5,37.6,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B205,37.6,62.400000000000006, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B205,62.400000000000006,67.7,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B205,67.7,116.5,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B205,116.5,121.5,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B206,0.0,13.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B206,13.0,32.5,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B206,32.5,64.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B206,64.0,75.5,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B206,75.5,118.2,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B206,118.2,124,BEDROCK,1992 1116 10689 BIDMC Geo Tech Report
B207,0.0,9.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B207,9.0,47.5,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B207,47.5,71.5, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B207,71.5,71.5,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B207,71.5,76,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B208,0.0,10.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B208,10.0,67.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B208,67.0,87.0, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B208,87.0,87.0,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B208,87.0,94,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
B209,0.0,12.0,FILL,1992 1116 10689 BIDMC Geo Tech Report
B209,12.0,52.0,MARINE SAND DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B209,52.0,87.2, MARINE CLAY DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B209,87.2,87.2,GLACIOFLUVIAL (SAND) DEPOSITS,1992 1116 10689 BIDMC Geo Tech Report
B209,87.2,95,GLACIAL TILL,1992 1116 10689 BIDMC Geo Tech Report
1,0.0,12.0,FILL,1991 0421 11112 RGV Harvard Matep
1,12.0,14.5,ORGANIC DEPOSITS,1991 0421 11112 RGV Harvard Matep
1,14.5,35.5, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
1,35.5,48.5,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
1,48.5,52,GLACIAL TILL,1991 0421 11112 RGV Harvard Matep
2,0.0,10.0,FILL,1991 0421 11112 RGV Harvard Matep
2,10.0,15.0,ORGANIC DEPOSITS,1991 0421 11112 RGV Harvard Matep
2,15.0,36.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
2,36.0,45.0,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
2,45.0,58.1,GLACIAL TILL,1991 0421 11112 RGV Harvard Matep
3,0.0,15.0,FILL,1991 0421 11112 RGV Harvard Matep
3,15.0,33.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
3,33.0,54.0,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
3,54.0,59,GLACIAL TILL,1991 0421 11112 RGV Harvard Matep
4,0.0,2.0,FILL,1991 0421 11112 RGV Harvard Matep
4,2.0,17.5, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
4,17.5,54.9,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
5,0.0,3.5,FILL,1991 0421 11112 RGV Harvard Matep
5,3.5,35.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
5,35.0,55.1,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
6,0.0,0.5,FILL,1991 0421 11112 RGV Harvard Matep
6,0.5,30.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
6,30.0,53.5,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-1,0.0,4.5,FILL,1991 0421 11112 RGV Harvard Matep
CW-1,4.5,19.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-1,19.0,48.0,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-1,48.0,52,GLACIAL TILL,1991 0421 11112 RGV Harvard Matep
CW-2,0.0,7.0,FILL,1991 0421 11112 RGV Harvard Matep
CW-2,7.0,26.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-2,26.0,52,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-3,0.0,4.0,FILL,1991 0421 11112 RGV Harvard Matep
CW-3,4.0,32.0, MARINE CLAY DEPOSITS,1991 0421 11112 RGV Harvard Matep
CW-3,32.0,36,GLACIOFLUVIAL (SAND) DEPOSITS,1991 0421 11112 RGV Harvard Matep
101,0.0,4.0,FILL,Confidential Historic geologic infor from PIRC
101,4.0,9.0,ORGANIC DEPOSITS,Confidential Historic geologic infor from PIRC
101,9.0,13.0,MARINE SAND DEPOSITS,Confidential Historic geologic infor from PIRC
101,13.0,40.0, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
101,40.0,59.0,GLACIAL TILL,Confidential Historic geologic infor from PIRC
101,59.0,64,BEDROCK,Confidential Historic geologic infor from PIRC
102,0.0,39.0, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
102,39.0,44,GLACIAL TILL,Confidential Historic geologic infor from PIRC
103,0.0,3.0,FILL,Confidential Historic geologic infor from PIRC
103,3.0,25.5, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
103,25.5,31.0,GLACIAL TILL,Confidential Historic geologic infor from PIRC
103,31.0,36,BEDROCK,Confidential Historic geologic infor from PIRC
104,0.0,3.0,FILL,Confidential Historic geologic infor from PIRC
104,3.0,25.5, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
104,25.5,29.5,GLACIAL TILL,Confidential Historic geologic infor from PIRC
106,0.0,3.0,FILL,Confidential Historic geologic infor from PIRC
106,3.0,24.0, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
106,24.0,34.0,GLACIOFLUVIAL (SAND) DEPOSITS,Confidential Historic geologic infor from PIRC
106,34.0,54,GLACIAL TILL,Confidential Historic geologic infor from PIRC
107,0.0,7.5,FILL,Confidential Historic geologic infor from PIRC
107,7.5,38, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
109,0.0,7.0,FILL,Confidential Historic geologic infor from PIRC
109,7.0,15.0,MARINE SAND DEPOSITS,Confidential Historic geologic infor from PIRC
109,15.0,22.0, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
109,22.0,52,GLACIAL TILL,Confidential Historic geologic infor from PIRC
113,0.0,2.0,FILL,Confidential Historic geologic infor from PIRC
113,2.0,13.0,MARINE SAND DEPOSITS,Confidential Historic geologic infor from PIRC
113,13.0,22.0, MARINE CLAY DEPOSITS,Confidential Historic geologic infor from PIRC
113,22.0,40.0,GLACIAL TILL,Confidential Historic geologic infor from PIRC
113,40.0,42.0,WEATHERED BEDROCK,Confidential Historic geologic infor from PIRC
113,42.0,47,BEDROCK,Confidential Historic geologic infor from PIRC
B-1,0.0,38.0,FILL,Soils Report-Mcphail
B-1,38.0,14.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-1,14.0,20.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-1,20.0,51.0,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
B-1,51.0,102,GLACIAL TILL,Soils Report-Mcphail
B-2,0.0,13.5,FILL,Soils Report-Mcphail
B-2,13.5,13.5,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-2,13.5,48.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-2,48.5,88.6,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
B-3,0.0,22.5,FILL,Soils Report-Mcphail
B-3,22.5,8.5,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-3,8.5,45.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-3,45.0,48.0,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
B-3,48.0,78.5,GLACIAL TILL,Soils Report-Mcphail
B-3,78.5,84.5,BEDROCK,Soils Report-Mcphail
B-4,0.0,23.5,FILL,Soils Report-Mcphail
B-4,23.5,9.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-4,9.0,52.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-4,52.0,100,GLACIAL TILL,Soils Report-Mcphail
B-5,0.0,40.0,FILL,Soils Report-Mcphail
B-5,40.0,14.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-5,14.0,50.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-5,50.5,86.0,GLACIAL TILL,Soils Report-Mcphail
B-5,86.0,91,BEDROCK,Soils Report-Mcphail
B-6,0.0,13.0,FILL,Soils Report-Mcphail
B-6,13.0,48.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-6,48.5,64.5,GLACIAL TILL,Soils Report-Mcphail
B-6,64.5,70.5,BEDROCK,Soils Report-Mcphail
B-7,0.0,9.5,FILL,Soils Report-Mcphail
B-7,9.5,54.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-7,54.0,55.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-7,55.5,90.4,GLACIAL TILL,Soils Report-Mcphail
B-8,0.0,36.0,FILL,Soils Report-Mcphail
B-8,36.0,14.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-8,14.0,54.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-8,54.0,84.5,GLACIAL TILL,Soils Report-Mcphail
B-9,0.0,32.0,FILL,Soils Report-Mcphail
B-9,32.0,8.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-9,8.0,44.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-9,44.0,68,GLACIAL TILL,Soils Report-Mcphail
101,0.0,9.5,FILL,Soils Report-Mcphail
101,9.5,17, MARINE CLAY DEPOSITS,Soils Report-Mcphail
102,0.0,7.5,FILL,Soils Report-Mcphail
102,7.5,10.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
103,0.0,10.5,FILL,Soils Report-Mcphail
103,10.5,17, MARINE CLAY DEPOSITS,Soils Report-Mcphail
104,0.0,13.0,FILL,Soils Report-Mcphail
104,13.0,19, MARINE CLAY DEPOSITS,Soils Report-Mcphail
105,0.0,14.0,FILL,Soils Report-Mcphail
105,14.0,22, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-106,0.0,9.0,FILL,Soils Report-Mcphail
B-106,9.0,11, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-107,0.0,14.0,FILL,Soils Report-Mcphail
B-107,14.0,16, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-108,0.0,7.0,FILL,Soils Report-Mcphail
B-108,7.0,16, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-109,0.0,18.0,FILL,Soils Report-Mcphail
B-109,18.0,5.0,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-109,5.0,52.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-109,52.5,62,GLACIAL TILL,Soils Report-Mcphail
B-110,0.0,10.0,FILL,Soils Report-Mcphail
B-110,10.0,17, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-111,0.0,12.5,FILL,Soils Report-Mcphail
B-111,12.5,17, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-112,0.0,14.5,FILL,Soils Report-Mcphail
B-112,14.5,33.0, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-112,33.0,51.0,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
B-112,51.0,62,GLACIAL TILL,Soils Report-Mcphail
B-113,0.0,16.5,FILL,Soils Report-Mcphail
B-113,16.5,22, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-114,0.0,14.0,FILL,Soils Report-Mcphail
B-114,14.0,21, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-114-LS-A,0.0,6.0,FILL,Soils Report-Mcphail
B-114-LS-A,6.0,14, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-115,0.0,9.0,FILL,Soils Report-Mcphail
B-115,9.0,17,MARINE SAND DEPOSITS,Soils Report-Mcphail
B-116,0.0,8.0,FILL,Soils Report-Mcphail
B-116,8.0,15, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-117,0.0,8.5,FILL,Soils Report-Mcphail
B-117,8.5,15, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-118,0.0,13.55,FILL,Soils Report-Mcphail
B-118,13.55,20, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-119,0.0,14.5,FILL,Soils Report-Mcphail
B-119,14.5,21.5, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-120,0.0,12.0,FILL,Soils Report-Mcphail
B-120,12.0,14, MARINE CLAY DEPOSITS,Soils Report-Mcphail
B-121,0.0,14.0,FILL,Soils Report-Mcphail
B-121,14.0,16,GLACIOFLUVIAL (SAND) DEPOSITS,Soils Report-Mcphail
