Location ID,Depth Top,Depth Base,Geology Code,Location Code
BT-2,6.5,33.5, MARINE CLAY DEPOSITS,2001 0330 10915 BCH Clinical Expansion.pdf
BT-2,33.5,40.5,GLACIOFLUVIAL (SAND) DEPOSITS,2001 0330 10915 BCH Clinical Expansion.pdf
BT-3,0.0,9.0,FILL,2001 0330 10915 BCH Clinical Expansion.pdf
BT-3,9.0,30.0, MARINE CLAY DEPOSITS,2001 0330 10915 BCH Clinical Expansion.pdf
BT-3,30.0,41,GLACIOFLUVIAL (SAND) DEPOSITS,2001 0330 10915 BCH Clinical Expansion.pdf
B89-1,0.0,9.5,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B89-1,9.5,40.0, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B89-1,40.0,60.0,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B89-1,60.0,87,GLACIAL TILL,1994 0421 10393 FXB Francois Xavier.pdf
B89-2,0.0,3.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B89-2,3.0,28.0, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B89-2,28.0,63.0,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B89-2,63.0,115,GLACIAL TILL,1994 0421 10393 FXB Francois Xavier.pdf
93-1,0.0,9.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
93-1,9.0,45.5, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
93-2,0.0,8.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
93-2,8.0,35.5, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
93-3,0.0,3.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
93-3,3.0,31, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B93-3,0.0,12.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B93-3,12.0,32, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-1,0.0,12.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B94-1,12.0,85, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-2,0.0,13.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B94-2,13.0,14.0,ORGANIC DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-2,14.0,61, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-3,0.0,8.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B94-3,8.0,9.5,ORGANIC DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-3,9.5,76, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-4,0.0,7.5,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B94-4,7.5,10.5,ORGANIC DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-4,10.5,61, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-5,0.0,7.0,FILL,1994 0421 10393 FXB Francois Xavier.pdf
B94-5,7.0,9.5,ORGANIC DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-5,9.5,30.0, MARINE CLAY DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-5,30.0,63.0,GLACIOFLUVIAL (SAND) DEPOSITS,1994 0421 10393 FXB Francois Xavier.pdf
B94-5,63.0,66.16666666666667,GLACIAL TILL,1994 0421 10393 FXB Francois Xavier.pdf
B1(59-1),0.0,5.5,FILL,1984 1020 BWH Summary of Test Boring Data
B1(59-1),5.5,16.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B1(59-1),16.0,26.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B1(59-1),26.0,30,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
B2(59-2),0.0,3.5,FILL,1984 1020 BWH Summary of Test Boring Data
B2(59-2),3.5,6.5,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B2(59-2),6.5,21.6, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B2(59-2),21.6,26.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B2(59-2),26.0,42.8,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
B3(59-3),0.0,2.5,FILL,1984 1020 BWH Summary of Test Boring Data
B3(59-3),2.5,23.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B3(59-3),23.0,26,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
B4(59-4),0.0,7.5,FILL,1984 1020 BWH Summary of Test Boring Data
B4(59-4),7.5,23.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B4(59-4),23.0,27.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
B5(59-5),0.0,7.5,FILL,1984 1020 BWH Summary of Test Boring Data
B5(59-5),7.5,11.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B5(59-5),11.5,24.5,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
B5(59-5),24.5,27,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
RL-1 (67-1),8.5,15.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-1 (67-1),15.0,21.5,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-2(67-2),0.0,3.5,FILL,1984 1020 BWH Summary of Test Boring Data
RL-2(67-2),3.5,15.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-2(67-2),15.0,10.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-2(67-2),10.0,23.6,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-2(67-2),23.6,24.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
RL-3(67-3),0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
RL-3(67-3),5.0,15.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
RL-3(67-3),15.5,24.5,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-1,0.0,12.0,FILL,1984 1020 BWH Summary of Test Boring Data
69-1,12.0,14.5,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-1,14.5,35.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-1,35.5,52,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-2,0.0,10.0,FILL,1984 1020 BWH Summary of Test Boring Data
69-2,10.0,15.0,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-2,15.0,38.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-2,38.5,45.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
69-2,45.0,58.1,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
12,0.0,14.5,FILL,1984 1020 BWH Summary of Test Boring Data
12,14.5,28.5,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
12,28.5,39.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
12,39.5,50.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
12,50.0,96.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
12,96.0,97.0,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
12,97.0,112,BEDROCK,1984 1020 BWH Summary of Test Boring Data
13,0.0,7.3,FILL,1984 1020 BWH Summary of Test Boring Data
13,7.3,30.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
13,30.0,40.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
13,40.0,50.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
13,50.0,65,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
15,0.0,12.0,FILL,1984 1020 BWH Summary of Test Boring Data
15,12.0,55.5,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
15,55.5,90.7,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
17,0.0,2.0,FILL,1984 1020 BWH Summary of Test Boring Data
17,2.0,15.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
17,15.0,50.75, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
17,50.75,70.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
17,70.0,80.25,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
20,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
20,5.0,25.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
20,25.0,40.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
20,40.0,55.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
20,55.0,65.7,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-1,0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
75-1,4.0,58.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-1,58.0,67.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-1,67.0,76.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-1,76.0,86,BEDROCK,1984 1020 BWH Summary of Test Boring Data
75-2,0.0,2.0,FILL,1984 1020 BWH Summary of Test Boring Data
75-2,2.0,56.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-2,56.0,79,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-3,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
75-3,5.0,40.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-3,40.0,43.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-3,43.0,52.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-3,52.0,61.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-3,61.0,71,BEDROCK,1984 1020 BWH Summary of Test Boring Data
75-4,0.0,8.0,FILL,1984 1020 BWH Summary of Test Boring Data
75-4,8.0,30.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-4,30.0,40.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-4,40.0,45.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-4,45.0,55,BEDROCK,1984 1020 BWH Summary of Test Boring Data
75-6,0.0,8.0,FILL,1984 1020 BWH Summary of Test Boring Data
75-6,8.0,48.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
75-6,48.0,65.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
75-6,65.0,73,BEDROCK,1984 1020 BWH Summary of Test Boring Data
79-1,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-1,5.0,40.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-1,40.0,51,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-2,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-2,5.0,30.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-2,30.0,54,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-3,0.0,15.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-3,15.0,35.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-3,35.0,46,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-4,0.0,1.5,FILL,1984 1020 BWH Summary of Test Boring Data
79-4,1.5,25.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-4,25.0,39.3,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-5,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-5,5.0,20.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-5,20.0,36.3,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-6,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-6,5.0,35.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-6,35.0,46,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-7,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-7,5.0,30.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-7,30.0,49,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-8,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-8,5.0,30.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-8,30.0,31,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-9,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-9,5.0,8.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-9,8.0,26, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-10,0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-10,4.0,24.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-10,24.0,31,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-11,0.0,3.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-11,3.0,20.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-11,20.0,24.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-11,24.0,32,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-12,0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-12,4.0,24.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-12,24.0,26.25,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-13,0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-13,4.0,25.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-13,25.0,29.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-13,29.0,30.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-14,0.0,2.5,FILL,1984 1020 BWH Summary of Test Boring Data
79-14,2.5,26,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-15,0.0,4.5,FILL,1984 1020 BWH Summary of Test Boring Data
79-15,4.5,25.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-15,25.0,30,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-16,0.0,9.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-16,9.0,26.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-17,0.0,3.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-17,3.0,9.5,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-17,9.5,19.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-17,19.0,30,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-18,0.0,3.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-18,3.0,9.0,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-18,9.0,28.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-19,0.0,2.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-19,2.0,26.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-19,26.0,28,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-20,0.0,9.5,FILL,1984 1020 BWH Summary of Test Boring Data
79-20,9.5,15.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-20,15.5,27,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
79-21,0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
79-21,4.0,29.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
79-21,29.0,31,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-1,0.0,9.5,FILL,1984 1020 BWH Summary of Test Boring Data
83-1,9.5,23.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-1,23.5,35.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-1,35.0,43,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-2,0.0,9.0,FILL,1984 1020 BWH Summary of Test Boring Data
83-2,9.0,21.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-2,21.0,35.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-2,35.0,46,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-3,0.0,1.5,FILL,1984 1020 BWH Summary of Test Boring Data
83-3,1.5,32.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-3,32.0,42.5,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-3,42.5,50.5,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-4,0.0,3.6,FILL,1984 1020 BWH Summary of Test Boring Data
83-4,3.6,23.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-4,23.0,38.5,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-4,38.5,46.5,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-5,0.0,9.0,FILL,1984 1020 BWH Summary of Test Boring Data
83-5,9.0,37.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-5,37.5,50.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-5,50.0,54.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-5,54.5,62.5,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-6,0.0,3.5,FILL,1984 1020 BWH Summary of Test Boring Data
83-6,3.5,28.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-6,28.0,33.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-6,33.0,36.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-6,36.5,44.5,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-7,0.0,7.5,FILL,1984 1020 BWH Summary of Test Boring Data
83-7,7.5,18.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-7,18.0,25.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-7,25.0,41.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-7,41.0,49,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-8,0.0,8.0,FILL,1984 1020 BWH Summary of Test Boring Data
83-8,8.0,28.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-8,28.0,36.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-8,36.0,44,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-9,0.0,13.0,FILL,1984 1020 BWH Summary of Test Boring Data
83-9,13.0,29.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-9,29.0,46.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-9,46.0,54,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-10,0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
83-10,5.0,24.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-10,24.0,31.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-10,31.0,44.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-10,44.0,53,BEDROCK,1984 1020 BWH Summary of Test Boring Data
83-11,0.0,4.5,FILL,1984 1020 BWH Summary of Test Boring Data
83-11,4.5,38.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
83-11,38.0,54.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
83-11,54.0,62.5,BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-1 (B-301),0.0,8.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-1 (B-301),8.0,17.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-1 (B-301),17.0,21.2, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-1 (B-301),21.2,43.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-1 (B-301),43.5,49,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-2 (B-302),0.0,7.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-2 (B-302),7.0,22.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-2 (B-302),22.0,42.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-2 (B-302),42.5,49,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-3 (B-303),0.0,6.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-3 (B-303),6.0,11.0,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-3 (B-303),11.0,22.2, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-3 (B-303),22.2,43.2,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-3 (B-303),43.2,48.1,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-4 (B-304),0.0,5.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-4 (B-304),5.0,28.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-4 (B-304),28.0,38.5,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-4 (B-304),38.5,44,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-5 (B-305),0.0,1.5,FILL,1984 1020 BWH Summary of Test Boring Data
84-5 (B-305),1.5,18.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-5 (B-305),18.0,31.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-5 (B-305),31.0,50.8,BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-6 (B-306),0.0,8.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-6 (B-306),8.0,27.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-6 (B-306),27.0,48.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-6 (B-306),48.0,53.5,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-7 (B-307),0.0,9.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-7 (B-307),9.0,12.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-7 (B-307),12.5,23.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-7 (B-307),23.0,45.7,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-7 (B-307),45.7,50.8,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-8 (B-308),0.0,3.5,FILL,1984 1020 BWH Summary of Test Boring Data
84-8 (B-308),3.5,24.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-8 (B-308),24.5,27.3,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-8 (B-308),27.3,30.1,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-8 (B-308),30.1,35.5,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-9 (B-309),0.0,12.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-9 (B-309),12.0,27.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-9 (B-309),27.5,30.3,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-9 (B-309),30.3,35.3,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-10 (B-310),0.0,7.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-10 (B-310),7.0,12.0,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-10 (B-310),12.0,29.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-10 (B-310),29.0,58.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-10 (B-310),58.0,64,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-11 (B-311),0.0,1.5,FILL,1984 1020 BWH Summary of Test Boring Data
84-11 (B-311),1.5,17.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-11 (B-311),17.0,24.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-11 (B-311),24.0,32.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-11 (B-311),32.0,38,BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),0.0,4.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),4.0,13.5,ORGANIC DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),13.5,15.8,MARINE SAND DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),15.8,21.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),21.5,30.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-12 (B-312),30.0,35,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-13 (B-313),0.0,24.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-13 (B-313),24.0,29.0, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-13 (B-313),29.0,35.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
84-13 (B-313),35.0,40.5,WEATHERED BEDROCK,1984 1020 BWH Summary of Test Boring Data
84-14 (B-314),0.0,14.0,FILL,1984 1020 BWH Summary of Test Boring Data
84-14 (B-314),14.0,20.5, MARINE CLAY DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-14 (B-314),20.5,23.0,GLACIOFLUVIAL (SAND) DEPOSITS,1984 1020 BWH Summary of Test Boring Data
84-14 (B-314),23.0,29.0,GLACIAL TILL,1984 1020 BWH Summary of Test Boring Data
